video_path,start_seconds,end_seconds,label,team_side,player_number,crop_x1,crop_y1,crop_x2,crop_y2,split,review_status,notes
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6227.8,6228.6,background,near,,0,170,1280,720,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7326.0,7326.8,background,far,,0,0,1280,430,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,2195.2,2196.0,serve,near,,0,170,1280,720,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6224.0,6224.8,serve,near,,0,170,1280,720,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7330.0,7330.8,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3657.6,3658.4,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3658,3659,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block; reviewer note: 1:01:00:20才刚开始block; Second-pass human-reviewed; operation=keep; prior=background@3659.4-3660.2; confirmed=background@3658-3659
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3660.2,3661.0,block,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3660.5,3662,dig,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set; Second-pass human-reviewed; operation=relabel; prior=receive@3660.6-3661.4; confirmed=dig@3660.5-3662; reviewer note: dig失败
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4391,4392,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive; reviewer note: serve到1：13:11.80开始background; Second-pass human-reviewed; operation=move_window; prior=serve@4391.2-4392; confirmed=serve@4391-4392
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4391.8,4392.6,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4392.4,4393.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4393.8,4394.6,block,far,,0,0,1280,430,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4394,4395,dig,far,,0,0,1280,430,train,reviewed,Human-reviewed; Second-pass human-reviewed; operation=relabel; prior=receive@4394.6-4395.4; confirmed=dig@4394-4395
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4395.2,4396.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4395.8,4396.6,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4397.8,4398.6,block,far,,0,0,1280,430,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5129,5130,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from receive; reviewer note: 不确定，receive在30-31之间; Second-pass human-reviewed; operation=keep; prior=background@5129.8-5130.6; confirmed=background@5129-5130
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5130,5131,receive,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from set; reviewer note: receive应该30.60-31.20; Second-pass human-reviewed; operation=move_window; prior=background@5131-5131.8; confirmed=receive@5130-5131
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5131.8,5132.6,set,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5132.8,5133.6,attack,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from block
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5864,5865,receive,near,,0,170,1280,720,train,reviewed,Human-reviewed; reviewer note: 对手失误出界算不算receive？; Second-pass human-reviewed; operation=relabel; prior=receive@5864-5864.8; confirmed=receive@5864-5865; reviewer note: 确认为对手发球打到球员身上，德国队得分，算receive失败但触球
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7332.4,7333.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7333.4,7334.2,block,far,,0,0,1280,430,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,375.2,376.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,376,377,block,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set; reviewer note: 不确定，刚开始block; Second-pass human-reviewed; operation=move_window; prior=background@375.6-376.4; confirmed=block@376-377
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,377.2,378.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block; reviewer note: 没接到球
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4022.6,4023.4,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4024,4025,receive,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block; Second-pass human-reviewed; operation=relabel; prior=receive@4024.2-4025; confirmed=receive@4024-4025
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4025.0,4025.8,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4025.4,4026.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4026.0,4026.8,set,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack; reviewer note: attack大概是6.60-7.40
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4760,4761,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive; reviewer note: 20.6-21.6 serve; Second-pass human-reviewed; operation=move_window; prior=serve@4761.2-4762; confirmed=serve@4760-4761
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4761.8,4762.6,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4762.4,4763.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4764.2,4765.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4765.0,4765.8,block,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4765,4766,dig,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack; Second-pass human-reviewed; operation=relabel; prior=receive@4765.8-4766.6; confirmed=dig@4765-4766
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4766.2,4767.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6945.0,6945.8,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from receive
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6945.8,6946.6,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from set
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6947.6,6948.4,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6950.2,6951.0,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from block
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6951.0,6951.8,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from receive
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6951.8,6952.6,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from set
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6952.4,6953.2,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from attack
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1467.4,1468.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4750.0,4750.8,background,far,,0,0,1280,430,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5489.0,5489.8,background,near,,0,170,1280,720,train,reviewed,Human-reviewed
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1149,1150,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve; reviewer note: 0：19：08.60才刚开始serve; Second-pass human-reviewed; operation=move_window; prior=background@1147.8-1148.6; confirmed=serve@1149-1150
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1320,1321,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve; reviewer note: 0:22:00.00刚开始serve; Second-pass human-reviewed; operation=move_window; prior=background@1319.2-1320; confirmed=serve@1320-1321
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1397,1398,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve; reviewer note: 0:23:17.00刚开始serve; Second-pass human-reviewed; operation=move_window; prior=background@1396.2-1397; confirmed=serve@1397-1398
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4026,4027,attack,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack; reviewer note: attack大概是6.60-7.40; Second-pass human-reviewed; added from source record 46; confirmed=attack@4026-4027
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6945,6946,receive,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 45-46; confirmed=receive@6945-6946; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6946,6947,set,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 46-47; confirmed=set@6946-6947; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6948,6949,attack,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 48-49; confirmed=attack@6948-6949; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6951,6952,block,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 51-52; confirmed=block@6951-6952; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6952,6953,dig,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 52-53; confirmed=dig@6952-6953; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6953,6954,set,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 53-54; confirmed=set@6953-6954; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1323,1324,block,far,,0,0,1280,430,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G9; input time 22:03-22:04; confirmed=block@1323-1324; source note: 22:03-22:04 block 22:07-22:08 block
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1327,1328,block,far,,0,0,1280,430,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G9; input time 22:07-22:08; confirmed=block@1327-1328; source note: 22:03-22:04 block 22:07-22:08 block
